,Title,Detail,new
1680,무주 반딧불축제 신비탐사 맞교환,"저는 9월9일 3매 가지고 있어요
9월2일 필요해서 혹시나 맞교환 하실분
찾아봅니다.
9월9일에 열기구도 예약했는데 맞교환하시면
구매 금액만 받고 드릴수 있어요
필요없으면 신비탐사만 교환하셔도 됩니다","무주 반딧불축제 신비탐사 맞교환 저는 9월9일 3매 가지고 있어요
9월2일 필요해서 혹시나 맞교환 하실분
찾아봅니다.
9월9일에 열기구도 예약했는데 맞교환하시면
구매 금액만 받고 드릴수 있어요
필요없으면 신비탐사만 교환하셔도 됩니다"
1681,김현아 불꽃축제,"재생
51

김현아 불꽃축제
어제 저녁에 김현아에서 불꽃축제 한다길래 급 나갔어요
넘 좋더라구요
바로 앞에서 불꽃이 파박파박 터지니
감동백배
딸들이 너무 좋아해서 더 행복했어요^^
9월에도 또가야겠어요~~~","김현아 불꽃축제 재생
51

김현아 불꽃축제
어제 저녁에 김현아에서 불꽃축제 한다길래 급 나갔어요
넘 좋더라구요
바로 앞에서 불꽃이 파박파박 터지니
감동백배
딸들이 너무 좋아해서 더 행복했어요^^
9월에도 또가야겠어요~~~"
1682,다음주 예산시장 맥주축제인데,"다음주 일정있어서 못와서 오늘 왔어요.
맥주,막걸리는 팔고있고
유명한 볼돈까츠랑 잔치국수는 줄 어마어마하고
사람 엄청 납니다 ㅋㅋㅋㅋ 다음주엔 더 치열할듯...
팁 드리면
대기 걸고 대기쳇 오면 앞에가서 스티커붙혀야
자리안내도와줘요 ㅋㅋ 무조건가서 앉을수 없음 ㅋ
한명이 자리잡고 먹을 곳 줄길면 다른 가족이 서계심
빨리 먹을듯 ㅎㅎㅎㅎㅎㅎ
퇴식도 도우미분들이 다 해주셨어요.
그리고 엄청더워요 정말. 손풍기 하나씩 준비하세요.","다음주 예산시장 맥주축제인데 다음주 일정있어서 못와서 오늘 왔어요.
맥주,막걸리는 팔고있고
유명한 볼돈까츠랑 잔치국수는 줄 어마어마하고
사람 엄청 납니다 ㅋㅋㅋㅋ 다음주엔 더 치열할듯...
팁 드리면
대기 걸고 대기쳇 오면 앞에가서 스티커붙혀야
자리안내도와줘요 ㅋㅋ 무조건가서 앉을수 없음 ㅋ
한명이 자리잡고 먹을 곳 줄길면 다른 가족이 서계심
빨리 먹을듯 ㅎㅎㅎㅎㅎㅎ
퇴식도 도우미분들이 다 해주셨어요.
그리고 엄청더워요 정말. 손풍기 하나씩 준비하세요."
1683,"2023 여름,일산 최대의 맥주축제 START!","◆ 일정
1주 차: 2023년 8월 19일(토)~20일(일)
2주 차: 8월 25일(금)~27일(일)
*자세한 일정은 아래에!
◆ 장소
1주 차: 일산 벨라시타(야외 광장)
2주 차: 일산 라페스타(문화의 거리)
지난주에 1주차 벨라시타에서 했고
이번주 라페스타에서 오늘부터 진행됩니다!
주말에 멀할까 고민이신분들 한번 가보셔요~","2023 여름,일산 최대의 맥주축제 START! ◆ 일정
1주 차: 2023년 8월 19일(토)~20일(일)
2주 차: 8월 25일(금)~27일(일)
*자세한 일정은 아래에!
◆ 장소
1주 차: 일산 벨라시타(야외 광장)
2주 차: 일산 라페스타(문화의 거리)
지난주에 1주차 벨라시타에서 했고
이번주 라페스타에서 오늘부터 진행됩니다!
주말에 멀할까 고민이신분들 한번 가보셔요~"
1684,백종원님의 예산 맥주 축제 가시는 분들~ 술백닷컴 회원가입하면 생맥주 쿠폰 3장 준대요!,"백종원 예산 맥주 축제 기간, 무료 맥주 쿠폰, 주차장 안내, 교통편 안내, 셔틀버스 운행시간
예산맥주축제는 지역 활성화 프로젝트로 백종원 대표님과 예산이 협력하여 개최하는 맥주 페스티벌입니다. 코 앞으로 다가온 예산 맥주 축제의 기간, 무료맥주쿠폰 받는 방법, 주차장 안내, 교통편 안내, 셔틀버스 운행 시간 외 여러 정보를 알차게 알아가시기 바랍니다. ▷예산 맥주 축제 기간, 장소, 신분증 필수 지참 2023.09.01(금)~ 09.03(일) 3일간 축제기간이고 장소는 예산 시장 장터광장 앞의 주차장에서 개최됩니다. 맥주 축제이니 만큼 신분증을 꼭 지참하셔야 하고, 모든 결제는 카드로 받는다는 거 참고해 주세요. ▶맥주 라...
healtyenergy100.com","백종원님의 예산 맥주 축제 가시는 분들~ 술백닷컴 회원가입하면 생맥주 쿠폰 3장 준대요! 백종원 예산 맥주 축제 기간, 무료 맥주 쿠폰, 주차장 안내, 교통편 안내, 셔틀버스 운행시간
예산맥주축제는 지역 활성화 프로젝트로 백종원 대표님과 예산이 협력하여 개최하는 맥주 페스티벌입니다. 코 앞으로 다가온 예산 맥주 축제의 기간, 무료맥주쿠폰 받는 방법, 주차장 안내, 교통편 안내, 셔틀버스 운행 시간 외 여러 정보를 알차게 알아가시기 바랍니다. ▷예산 맥주 축제 기간, 장소, 신분증 필수 지참 2023.09.01(금)~ 09.03(일) 3일간 축제기간이고 장소는 예산 시장 장터광장 앞의 주차장에서 개최됩니다. 맥주 축제이니 만큼 신분증을 꼭 지참하셔야 하고, 모든 결제는 카드로 받는다는 거 참고해 주세요. ▶맥주 라...
healtyenergy100.com"
1685,이번 예산맥주축제 가볼만할까요??,"출렁다리갔다가 축제갔다가 근처에서 숙박잡고
다음날 다른곳들렸다올까하는데
지역축제 덤탱이 많아서 가기전부터 걱정인데ㅜ
혹시 갈 예정이신분 계실까요???","이번 예산맥주축제 가볼만할까요?? 출렁다리갔다가 축제갔다가 근처에서 숙박잡고
다음날 다른곳들렸다올까하는데
지역축제 덤탱이 많아서 가기전부터 걱정인데ㅜ
혹시 갈 예정이신분 계실까요???"
1686,마산 어시장 축제(초대가수 장민호),"이번주 금요일부터
마산 어시장 축제하는데
금욜 장민호 온데요
꺄!!!
쏘리질러!!
장민호 호감이에요","마산 어시장 축제(초대가수 장민호) 이번주 금요일부터
마산 어시장 축제하는데
금욜 장민호 온데요
꺄!!!
쏘리질러!!
장민호 호감이에요"
1687,무주 반딧불축제 가보신분~,"올해 가보려하는데요~9월2일부터 하더라구요~
뭘 많이 하는거 같은데 어떤걸 꼭 봐야할까요?
다녀오셨던분들 후기가 궁금해요^^
축제마다 알아두면 좋은팁들 있던데
알려주실분 계실까요?","무주 반딧불축제 가보신분~ 올해 가보려하는데요~9월2일부터 하더라구요~
뭘 많이 하는거 같은데 어떤걸 꼭 봐야할까요?
다녀오셨던분들 후기가 궁금해요^^
축제마다 알아두면 좋은팁들 있던데
알려주실분 계실까요?"
1688,어제 축제갔다가 이상한걸 목격했어요,"친정식구들이랑 축제에서 생맥을 막 먹고있는데 바로옆이 큰 쓰레기통이였는데요
사람들이 오가며버린 쓰레기가많았어요
20대후반30대초반?키 185쯤?에 얼굴도 반반하고
덩치도좋은 남자가 쓰레기통으로오더니 한참
쳐다보고있는거에요~
뭐하나보니 그안에 육전을 먹다남긴쓰레기를 주워서
입에넣으려하길래 너무놀래서 다같이쳐다보니
다시 슥 버리는척하더니
조금뒤에다시와서 다시슥줍더니 입에넣더라구요
술취한거같지도않았고 노숙자같지도않았고
진짜멀쩡했는데....혼자서왜저러고다니는지
친정식구들이랑 어제 넘놀래서ㅠ
한참 이야기하다왔네요ㅜㅜ","어제 축제갔다가 이상한걸 목격했어요 친정식구들이랑 축제에서 생맥을 막 먹고있는데 바로옆이 큰 쓰레기통이였는데요
사람들이 오가며버린 쓰레기가많았어요
20대후반30대초반?키 185쯤?에 얼굴도 반반하고
덩치도좋은 남자가 쓰레기통으로오더니 한참
쳐다보고있는거에요~
뭐하나보니 그안에 육전을 먹다남긴쓰레기를 주워서
입에넣으려하길래 너무놀래서 다같이쳐다보니
다시 슥 버리는척하더니
조금뒤에다시와서 다시슥줍더니 입에넣더라구요
술취한거같지도않았고 노숙자같지도않았고
진짜멀쩡했는데....혼자서왜저러고다니는지
친정식구들이랑 어제 넘놀래서ㅠ
한참 이야기하다왔네요ㅜㅜ"
1689,시흥축제 패밀리런,"시흥에서 갯골출제에
가족 패밀리런 접수를 하네요
낼이라 공유해요
아이데리고 가기 좋네요
시흥갯골축제
세상에서 가장 큰 생태예술놀이터
sgfestival.com","시흥축제 패밀리런 시흥에서 갯골출제에
가족 패밀리런 접수를 하네요
낼이라 공유해요
아이데리고 가기 좋네요
시흥갯골축제
세상에서 가장 큰 생태예술놀이터
sgfestival.com"
1690,백종원이 각 잡고 준비 중이라는 예산시장 맥주축제 9/1~3,,백종원이 각 잡고 준비 중이라는 예산시장 맥주축제 9/1~3 
1691,사라져서 참 다행인 축제,,사라져서 참 다행인 축제 
1692,송산포도축제 4살 7살 가면 재밌을까요?,"9월첫주라 살짝 더울듯 한데
체험?하는것도 있을까요?","송산포도축제 4살 7살 가면 재밌을까요? 9월첫주라 살짝 더울듯 한데
체험?하는것도 있을까요?"
1693,파주에서 여수를 가는데요 미남크루즈 불꽃축제?,"다음주 월화수 일정으로 파주에서 여수로 6살 아이랑 여수를 가는데요
일정이 월화수 2박3일 일정인데
월화수는 미남크루즈 불꽃축제를 안하는거같더라구요 ㅠ
금토일 공휴일만 진행하구요
이 크루즈불꽃축제 즐기러
일요일에 미리출발하는던 오바일까요?
1박더 숙소 안알아봤어요 ㅠ일요일 크루즈는 자리있더라두요
1박 더 숙소 하면 진짜 찜질방에서 자든가 저렴한 숙소로 알아볼예정이긴합니다
파주에서 여수가는거라 차운전으로 갈거라 기본6시간 걸릴거같고
살면서 여수 몇번이나 더 가볼까 라는 생각이긴합니다 ㅠㅠ","파주에서 여수를 가는데요 미남크루즈 불꽃축제? 다음주 월화수 일정으로 파주에서 여수로 6살 아이랑 여수를 가는데요
일정이 월화수 2박3일 일정인데
월화수는 미남크루즈 불꽃축제를 안하는거같더라구요 ㅠ
금토일 공휴일만 진행하구요
이 크루즈불꽃축제 즐기러
일요일에 미리출발하는던 오바일까요?
1박더 숙소 안알아봤어요 ㅠ일요일 크루즈는 자리있더라두요
1박 더 숙소 하면 진짜 찜질방에서 자든가 저렴한 숙소로 알아볼예정이긴합니다
파주에서 여수가는거라 차운전으로 갈거라 기본6시간 걸릴거같고
살면서 여수 몇번이나 더 가볼까 라는 생각이긴합니다 ㅠㅠ"
1694,플리마켓이나 축제같은데에 파는 led헬륨풍선 사주시나요?,"...전 낭비라고 생각해서 안 사주는데..
애들은 정말 좋아하더라구요..
진짜 헬륨 오래 안 가고..
저게 15000원? 헉.. 넘 비싸하고 안 사줬는데
사주는 부모도 몇명없긴 했어요
맘베님들은 사 주시나요?...","플리마켓이나 축제같은데에 파는 led헬륨풍선 사주시나요? ...전 낭비라고 생각해서 안 사주는데..
애들은 정말 좋아하더라구요..
진짜 헬륨 오래 안 가고..
저게 15000원? 헉.. 넘 비싸하고 안 사줬는데
사주는 부모도 몇명없긴 했어요
맘베님들은 사 주시나요?..."
1695,잼버리축제,"기사로 봤는데 원래 지었어야할 건물을 건축비로 누가 떼어먹었는지
아직 지어지지도 않았고
정말 국제망신같아요 환불해줘도 욕먹을듯","잼버리축제 기사로 봤는데 원래 지었어야할 건물을 건축비로 누가 떼어먹었는지
아직 지어지지도 않았고
정말 국제망신같아요 환불해줘도 욕먹을듯"
1696,애슐리 치즈축제 다녀오신분 있으신가요?,"오늘 저녁에 갈까 하는데 가짓수 괜찮나요?
블로그 후기 보는데 너무 맛있게 생겨서 침 떨어져요
봄에 다른 동네 갔을때 회전율이 떨어져서 음식 다 굳어있었던게 넘 충격이였어서
한동안 안가고 있었는데 치즈축제 한다길래 가보려구요ㅎㅎ","애슐리 치즈축제 다녀오신분 있으신가요? 오늘 저녁에 갈까 하는데 가짓수 괜찮나요?
블로그 후기 보는데 너무 맛있게 생겨서 침 떨어져요
봄에 다른 동네 갔을때 회전율이 떨어져서 음식 다 굳어있었던게 넘 충격이였어서
한동안 안가고 있었는데 치즈축제 한다길래 가보려구요ㅎㅎ"
1697,악귀에 나오는 축제 이름 뭘까요??,가고싶어요...,악귀에 나오는 축제 이름 뭘까요?? 가고싶어요...
1698,폭염속 축제,오늘 집근처에서 8시에 축제하는데~ 야외 축제덴..가봐도 괜찮을까요? 경기이천인데 폭염 주의보거든요 ….,폭염속 축제 오늘 집근처에서 8시에 축제하는데~ 야외 축제덴..가봐도 괜찮을까요? 경기이천인데 폭염 주의보거든요 ….
1699,정신나간. 울산시 여름 축제 근황,,정신나간. 울산시 여름 축제 근황 
1700,밀양 아리나 축제 다녀왔어요!,"안녕하세요~~
저는 요번에 밀양에 공연 예술 축제 다녀왔어요~
너무 좋았어가지구 공유 좀 하려고 합니당
밀양 아리나 박물관을 다녀왔어요!!
체험 전시도 있고 해서 너무 재밌게 잘 보다가 왔어요
오랜만에 상상력도 많이 발휘하고 뜻깊은 시간이였네요 ㅎㅎ
박물관 갔다가 바로 집 가기가 시간이 애매해서 밀양 카페 다녀왔어요~
가산저수지 근처에 있어서 뷰도 너무 좋고 음료, 디저트도 너무 맛있더라구요
담요도 구비되어 있어서 에어컨이 좀 추우신 분들은 덮을 수도 있고 애견동반 카페라 댕댕이 데려와도 되겠더라구요~
저도 나중에 저희집 멍뭉이 데리고 또 와볼까 합니다^^","밀양 아리나 축제 다녀왔어요! 안녕하세요~~
저는 요번에 밀양에 공연 예술 축제 다녀왔어요~
너무 좋았어가지구 공유 좀 하려고 합니당
밀양 아리나 박물관을 다녀왔어요!!
체험 전시도 있고 해서 너무 재밌게 잘 보다가 왔어요
오랜만에 상상력도 많이 발휘하고 뜻깊은 시간이였네요 ㅎㅎ
박물관 갔다가 바로 집 가기가 시간이 애매해서 밀양 카페 다녀왔어요~
가산저수지 근처에 있어서 뷰도 너무 좋고 음료, 디저트도 너무 맛있더라구요
담요도 구비되어 있어서 에어컨이 좀 추우신 분들은 덮을 수도 있고 애견동반 카페라 댕댕이 데려와도 되겠더라구요~
저도 나중에 저희집 멍뭉이 데리고 또 와볼까 합니다^^"
1701,보령 축제에서 척추골절 황당해요 저 지금 ㅜㅜ,"애데리고 신랑이랑 보령 축제에 갔는데
세상에 가자마자 에어바운서 미끄럼틀 한번 타더니
허리를 못움직이겠대서 저혼자 계속 애데리고 놀았는데
안되겠다고 너무 그늘도 없고ㅜ 그냥 집에가자고 했더니
도저히 못움직이겠다고 119를 불러야하겠대요
그래서 어쩔수없이 제가 애랑 놀아주고 있을테니
갔다와라 했는데 척추압박골절이라고 6주 ....
워터파크랑 다르게 물이 얕은데 바닥에 매트가 없더라구요
저두 한번 딱 탔는데 애안고 타도 된다고 해서 같이 탔는데
시멘트 바닥에 엉덩이가 그냥 꽂히는 느낌 ㄷ ㄷ ㄷ
여기서 당장 하루라도 입원을 하라는데ㅜ
저랑 애랑 놔두고 그렇게는 못하고 일단 사는곳 가서 입원한다고 하고 주사랑 링거만 맞고 나왔거든요
일단 시에서 병원비는 준대요
근데 지금 놀러와서 놀지도 못하고 집에는 세시간을 걸려서 가야하는데 어떻게 해야하며 신랑 회사 출근도 못해서 병가냈는데 6주동안 저희는 뭐먹고 살죠...?;;;
다른데서도 아니고 축제에서 그러니까 저 지금 너무 황당하고 꿈같아요 ;;;; 휴가와서 이게 뭔지 어이가 없고ㅜㅜㅜㅜㅜㅜㅜㅜ 하ㅜㅜㅜㅜ 울고싶어요
이제 6주동안 독박육아에 제가 돈벌러 나가야할듯","보령 축제에서 척추골절 황당해요 저 지금 ㅜㅜ 애데리고 신랑이랑 보령 축제에 갔는데
세상에 가자마자 에어바운서 미끄럼틀 한번 타더니
허리를 못움직이겠대서 저혼자 계속 애데리고 놀았는데
안되겠다고 너무 그늘도 없고ㅜ 그냥 집에가자고 했더니
도저히 못움직이겠다고 119를 불러야하겠대요
그래서 어쩔수없이 제가 애랑 놀아주고 있을테니
갔다와라 했는데 척추압박골절이라고 6주 ....
워터파크랑 다르게 물이 얕은데 바닥에 매트가 없더라구요
저두 한번 딱 탔는데 애안고 타도 된다고 해서 같이 탔는데
시멘트 바닥에 엉덩이가 그냥 꽂히는 느낌 ㄷ ㄷ ㄷ
여기서 당장 하루라도 입원을 하라는데ㅜ
저랑 애랑 놔두고 그렇게는 못하고 일단 사는곳 가서 입원한다고 하고 주사랑 링거만 맞고 나왔거든요
일단 시에서 병원비는 준대요
근데 지금 놀러와서 놀지도 못하고 집에는 세시간을 걸려서 가야하는데 어떻게 해야하며 신랑 회사 출근도 못해서 병가냈는데 6주동안 저희는 뭐먹고 살죠...?;;;
다른데서도 아니고 축제에서 그러니까 저 지금 너무 황당하고 꿈같아요 ;;;; 휴가와서 이게 뭔지 어이가 없고ㅜㅜㅜㅜㅜㅜㅜㅜ 하ㅜㅜㅜㅜ 울고싶어요
이제 6주동안 독박육아에 제가 돈벌러 나가야할듯"
1702,밤에하는 축제? led빛으로 가득한 그런곳 어디없을까요!,5살아이가 밤에 화려하고 반짝이고 그런걸 좋아해서요 지역은 충북인데 어디 데리고가볼만한곳 없을까요?,밤에하는 축제? led빛으로 가득한 그런곳 어디없을까요! 5살아이가 밤에 화려하고 반짝이고 그런걸 좋아해서요 지역은 충북인데 어디 데리고가볼만한곳 없을까요?
1703,축제왔는데 스크린화면에 제얼굴이 확대되서 나왔어요ㅜㅜ,와...저이런경험처음이라...민망그잡채에요ㅜ,축제왔는데 스크린화면에 제얼굴이 확대되서 나왔어요ㅜㅜ 와...저이런경험처음이라...민망그잡채에요ㅜ
1704,어린이 박람회나 축제 일정 어디서 보나요?!,"작년에 곤충박람회 너무 아이가 좋아했는데요
우연히 알게되서 간건데
축제나 박람회 등등 자주 가고싶은데
정보를 어디서 얻어야할까요?ㅠㅠ
몰라서 놓치는게 너무 많아요…
그림그리기
대회 이런것도요 ㅠㅠ","어린이 박람회나 축제 일정 어디서 보나요?! 작년에 곤충박람회 너무 아이가 좋아했는데요
우연히 알게되서 간건데
축제나 박람회 등등 자주 가고싶은데
정보를 어디서 얻어야할까요?ㅠㅠ
몰라서 놓치는게 너무 많아요…
그림그리기
대회 이런것도요 ㅠㅠ"
1705,아이데리고 보령 머드축제??,"가보신분 계실까요??
패민리존으로 가려는데..
멀리다녀올만할까요?..","아이데리고 보령 머드축제?? 가보신분 계실까요??
패민리존으로 가려는데..
멀리다녀올만할까요?.."
1706,동네 놀이터에서 퀴어축제 홍보하시는 분,"주말에 공원 놀이터에 애 데리고 갔는데..
성경책 옆에 낀 할머니랑 몇몇 할아버지들이 놀이터 앞 벤치에 앉아서 엄청 큰 목소리로 퀴어 축제 다녀오신 이야기를 하더라구요. 자기는 그런걸 참을수가 없어서 매년 가서 반대한대요.
망측하게 사내놈들끼리 뽀뽀를 하고 기집ㄴ들끼리 물고빨고 한다며 말세라고 그러고(이게 제일 수위낮은 말이었어요) 아주 듣기에 민망할 정도로 욕을 하는데, 놀이터에 애 노는거 지켜보던 부모들이 낯이 뜨끈할 정도였어요.
다행히 저희애는 친구랑 노느라 못들은 것 같지만 예닐곱살쯤 된 남아가 듣더니 자기 아빠한테 게이가 뭐야? 왜 뽀뽀해? 저 할아버지는 왜 사람들이 뽀뽀하는데 갔어?
아이 아버님이 얼굴이 빨개져서 덥다 아이스크림 먹자 아빠 배스킨 쿠폰있어 이러고 가버리시고 저희도 슬금슬금 도망쳤어요.
저는 퀴어축제 하는줄도 몰랐다가 그분들땜에 몹시 민망했고요. 찬성이든 반대든 퀴어축제 가시는 건 그분들 자유긴 한데 동네 애들 노는데서 크게 떠들 말은 아닌거같았어요. 아이 말대로 그렇게 싫으면 왜 뽀뽀하는데 매년 가냐구요. 진짜.. 완전 퀴어축제 홍보대사 나셨어요.","동네 놀이터에서 퀴어축제 홍보하시는 분 주말에 공원 놀이터에 애 데리고 갔는데..
성경책 옆에 낀 할머니랑 몇몇 할아버지들이 놀이터 앞 벤치에 앉아서 엄청 큰 목소리로 퀴어 축제 다녀오신 이야기를 하더라구요. 자기는 그런걸 참을수가 없어서 매년 가서 반대한대요.
망측하게 사내놈들끼리 뽀뽀를 하고 기집ㄴ들끼리 물고빨고 한다며 말세라고 그러고(이게 제일 수위낮은 말이었어요) 아주 듣기에 민망할 정도로 욕을 하는데, 놀이터에 애 노는거 지켜보던 부모들이 낯이 뜨끈할 정도였어요.
다행히 저희애는 친구랑 노느라 못들은 것 같지만 예닐곱살쯤 된 남아가 듣더니 자기 아빠한테 게이가 뭐야? 왜 뽀뽀해? 저 할아버지는 왜 사람들이 뽀뽀하는데 갔어?
아이 아버님이 얼굴이 빨개져서 덥다 아이스크림 먹자 아빠 배스킨 쿠폰있어 이러고 가버리시고 저희도 슬금슬금 도망쳤어요.
저는 퀴어축제 하는줄도 몰랐다가 그분들땜에 몹시 민망했고요. 찬성이든 반대든 퀴어축제 가시는 건 그분들 자유긴 한데 동네 애들 노는데서 크게 떠들 말은 아닌거같았어요. 아이 말대로 그렇게 싫으면 왜 뽀뽀하는데 매년 가냐구요. 진짜.. 완전 퀴어축제 홍보대사 나셨어요."
1707,올해는 삼길포 우럭축제 안하나요?,기다리먀 검색해 봐도 소식이 없어서 서산분들은 아실까요? 후쿠시마 오염수 방류 여파로 안하는걸까요?,올해는 삼길포 우럭축제 안하나요? 기다리먀 검색해 봐도 소식이 없어서 서산분들은 아실까요? 후쿠시마 오염수 방류 여파로 안하는걸까요?
1708,오늘 홀리몰리 축제 다녀오신분계세요?,"티x에서 10분어택 판매했던거
내일가려고 구매는 했는데..
오늘 한거라 다녀온분들
후기 찾기가 어렵네요~
검색해보니 모른척 광고홍보글뿐이고...
수영장 사진 올라온거 몇장보니까
가성비 너무 별로인거 같아서
취소하고 다른데 찾아볼까 고민중인데
다녀오신분 어떠셨는지 궁금해요~","오늘 홀리몰리 축제 다녀오신분계세요? 티x에서 10분어택 판매했던거
내일가려고 구매는 했는데..
오늘 한거라 다녀온분들
후기 찾기가 어렵네요~
검색해보니 모른척 광고홍보글뿐이고...
수영장 사진 올라온거 몇장보니까
가성비 너무 별로인거 같아서
취소하고 다른데 찾아볼까 고민중인데
다녀오신분 어떠셨는지 궁금해요~"
1709,송도 홀리몰리 어린이축제 10분어택 하실분,"토요일 성인권 2매에여!!
휴가계획이 완전 갑자기 잡혀서 양도해요ㅠㅠ
캐리TV공연,물놀이, 동물체험,컬러페스티벌등
애들 위한 행사에요!
내용은 티몬 참고하심될거같아요
댓글주세요!!
날자는 7월1일 토요일이에여
[티몬] 홀리몰리 키즈 페스티벌
송도달빛축제공원 입장권
https://www.tmon.co.kr/deal/20625701178
[티몬] 홀리몰리 키즈 페스티벌 송도달빛축제공원 입장권
아이들 취향저격 체험활동
www.tmon.co.kr
[티몬] 홀리몰리 키즈 페스티벌
송도달빛축제공원 입장권
https://www.tmon.co.kr/deal/20625701178
[티몬] 홀리몰리 키즈 페스티벌 송도달빛축제공원 입장권
아이들 취향저격 체험활동
www.tmon.co.kr","송도 홀리몰리 어린이축제 10분어택 하실분 토요일 성인권 2매에여!!
휴가계획이 완전 갑자기 잡혀서 양도해요ㅠㅠ
캐리TV공연,물놀이, 동물체험,컬러페스티벌등
애들 위한 행사에요!
내용은 티몬 참고하심될거같아요
댓글주세요!!
날자는 7월1일 토요일이에여
[티몬] 홀리몰리 키즈 페스티벌
송도달빛축제공원 입장권
https://www.tmon.co.kr/deal/20625701178
[티몬] 홀리몰리 키즈 페스티벌 송도달빛축제공원 입장권
아이들 취향저격 체험활동
www.tmon.co.kr
[티몬] 홀리몰리 키즈 페스티벌
송도달빛축제공원 입장권
https://www.tmon.co.kr/deal/20625701178
[티몬] 홀리몰리 키즈 페스티벌 송도달빛축제공원 입장권
아이들 취향저격 체험활동
www.tmon.co.kr"
1710,충장축제-100기념 한국축제감독회의 축제포럼,,충장축제-100기념 한국축제감독회의 축제포럼 
1711,댄스 유랑단 대학교 축제 젊네요 젊어😆,"학생들 이쁘고 에너지 넘치고
저 때로 돌아갈수는 없지만
부러우면서도 엄마미소 짓고있고요ㅋㅋ
나도 끼고 싶다~~~~~~","댄스 유랑단 대학교 축제 젊네요 젊어😆 학생들 이쁘고 에너지 넘치고
저 때로 돌아갈수는 없지만
부러우면서도 엄마미소 짓고있고요ㅋㅋ
나도 끼고 싶다~~~~~~"
1712,티몬 인천경기서울] 당일물놀이 키즈컬러축제 동물놀이 홀리몰리 10분어택 아이 12900원,"저번 올렸었는데 다른맘님이 10분어택 글 달아주셧어요
이색체험 이모저모 많아요
얼리버드가보다 저렴해요!!!!
7월1일2일 이틀행사 달리세요!!!!!
https://mobile.tmon.co.kr/deals/20844452806
[티몬] [10분어택] 홀리몰리 키즈 페스티벌 송도달빛축제공원 입장권 최대25%할인
아이들 취향저격 체험활동
mobile.tmon.co.kr","티몬 인천경기서울] 당일물놀이 키즈컬러축제 동물놀이 홀리몰리 10분어택 아이 12900원 저번 올렸었는데 다른맘님이 10분어택 글 달아주셧어요
이색체험 이모저모 많아요
얼리버드가보다 저렴해요!!!!
7월1일2일 이틀행사 달리세요!!!!!
https://mobile.tmon.co.kr/deals/20844452806
[티몬] [10분어택] 홀리몰리 키즈 페스티벌 송도달빛축제공원 입장권 최대25%할인
아이들 취향저격 체험활동
mobile.tmon.co.kr"
1713,지역축제 바가지에 대한 충주유튜브 의견,,지역축제 바가지에 대한 충주유튜브 의견 
1714,이번 가을때 남편과 축제가기로 미리 약속을 하였습니다ㅎㅎ,"아무래도 몇달 전에 미리 먼저 약속을 해야 절대로 펑크나거나 다른 스케쥴 조정을 못할 것 같아서요ㅎㅎ
그래서 가을에 같이 축제를 가기로 하였답니다ㅎㅎ
후보를 정해보니 딱 2군데가 나왔어요ㅎㅎ
하나는 지인이 사시는 경북 안동의 안동탈춤페스티벌인데, 10월2일(월)~10월9일(월)까지라서
기간은 넉넉한데 안동까지 가는게 또 쉽지는 않더라구요ㅠㅠ
또 하나는 광주충장축제인데, 광주까지 가는건 교통편이 발달되있으니 가는건 상관이 없는데
10월5일(목)~10월9일(월)이라 축제기간은 좀 짧더라구요....
만일, 맘스회원님들이라면 두 군데가 있다면 어디를 갈 것 같나요...?","이번 가을때 남편과 축제가기로 미리 약속을 하였습니다ㅎㅎ 아무래도 몇달 전에 미리 먼저 약속을 해야 절대로 펑크나거나 다른 스케쥴 조정을 못할 것 같아서요ㅎㅎ
그래서 가을에 같이 축제를 가기로 하였답니다ㅎㅎ
후보를 정해보니 딱 2군데가 나왔어요ㅎㅎ
하나는 지인이 사시는 경북 안동의 안동탈춤페스티벌인데, 10월2일(월)~10월9일(월)까지라서
기간은 넉넉한데 안동까지 가는게 또 쉽지는 않더라구요ㅠㅠ
또 하나는 광주충장축제인데, 광주까지 가는건 교통편이 발달되있으니 가는건 상관이 없는데
10월5일(목)~10월9일(월)이라 축제기간은 좀 짧더라구요....
만일, 맘스회원님들이라면 두 군데가 있다면 어디를 갈 것 같나요...?"
1715,BTS 10주년 페스타 불꽃축제 끝나고 한강 길거리 상황,,BTS 10주년 페스타 불꽃축제 끝나고 한강 길거리 상황 
1716,좀 멀리서지만 잠깐 불꽃축제 구경했어요.,"건물에 좀 가려졌지만 멀리서나마 잠깐 구경했어요.
신랑한테 버스타고 가볼까 했다가 위험할거같다고 거절당했는데 잠시나마 구경했네요.
여의도 가신분들 재밌게 보셨나요?♥︎
불꽃축제는 언제봐도 예쁘고 몽글몽글해지는거 같아요.","좀 멀리서지만 잠깐 불꽃축제 구경했어요. 건물에 좀 가려졌지만 멀리서나마 잠깐 구경했어요.
신랑한테 버스타고 가볼까 했다가 위험할거같다고 거절당했는데 잠시나마 구경했네요.
여의도 가신분들 재밌게 보셨나요?♥︎
불꽃축제는 언제봐도 예쁘고 몽글몽글해지는거 같아요."
